ordinal	postdate	pid	content_length	source_url	preview
1284	2026-03-18 13:34	861530306	88	https://bbs.nga.cn/read.php?pid=861530306&opt=128	今天砸盘的不是量化 是外资 是之前过来买红利或者所谓的核心资产的外资 现在又走了 回新兴市场去了
1285	2026-03-18 13:35	861530409	54	https://bbs.nga.cn/read.php?pid=861530409&opt=128	这里要填回这些红利 金融的卖盘量能其实不难的。不算多的。
1286	2026-03-18 13:43	861531290	60	https://bbs.nga.cn/read.php?pid=861531290&opt=128	[图片: ./mon_202603/18/jmQ2x-7698K10T1kS9a-ju.jpg] 大家伸伸手 给多头一点力量
1287	2026-03-18 13:44	861531377	35	https://bbs.nga.cn/read.php?pid=861531377&opt=128	Reply[/pid] Post by 江东jump (2026-03-18 13:43): 狼，今天的资金表现是否可以抉择主线上机构和游资选择了通信板块作为3-4月轮动电力的选择，还是说再考察一会儿 现在除了存储 其他都看超跌的反抽
1288	2026-03-18 13:46	861531636	39	https://bbs.nga.cn/read.php?pid=861531636&opt=128	Reply[/pid] Post by zippo578 (2026-03-18 13:45): 连50的多单都开了 开500或者1000的。。。开什么50.。。
1289	2026-03-18 14:05	861533641	145	https://bbs.nga.cn/read.php?pid=861533641&opt=128	公域盘中喊单压力还是蛮大的。这么多人看 对错都留痕 这么多年我的成功率怎么样 对了 这里如果上去我会有点套利 但是仓位不会低于85% 我暂时先看到4080这个位置再说
1290	2026-03-18 14:16	861534974	30	https://bbs.nga.cn/read.php?pid=861534974&opt=128	Reply[/pid] Post by 颜控正义日记 (2026-03-18 14:14): 狼大，4080怎么来的，我现在看大盘像是个头肩顶，颈线位置4082， [图片: ./mon_202603/18/jmQ2x-hwcZcT1kShs-12g.jpg.medium.jpg] 。。。。明天的5日线。。。
1291	2026-03-18 14:28	861536368	45	https://bbs.nga.cn/read.php?pid=861536368&opt=128	Reply[/pid] Post by UID6354710 (2026-03-18 14:25): 找来找去只看到了56/60日线，我以为是这条线，结果是5日线 市场上能看懂的盘口语言位置一定是 最简单的
1292	2026-03-18 14:31	861536852	28	https://bbs.nga.cn/read.php?pid=861536852&opt=128	Reply[/pid] Post by zippo578 (2026-03-18 14:29): 就是搏今晚的利率 看了分析，意思是说通胀归通胀，油价带来的通胀中期看不会对利率决策有影响 所以今晚只要不加息，后续点阵图没太大变化，基本就是超预期 今晚不会加息 预期在7月后
1293	2026-03-18 14:36	861537360	101	https://bbs.nga.cn/read.php?pid=861537360&opt=128	Reply[/pid] Post by 颜控正义日记 (2026-03-18 14:34): 狼大的点位真的准啊，刚看到黄线一碰4080就下来了 我说的是白线。。。明天的白线位置 今天肯定到不了的 今天是昨天卖出去的量化今天乖乖买回来 明天才是博弈
1294	2026-03-18 14:47	861538802	83	https://bbs.nga.cn/read.php?pid=861538802&opt=128	Reply[/pid] Post by Natsutoneko (2026-03-18 14:45): 感谢狼大 盘中严格按照3个15分钟低吸了牢弟 做了入市以来最成功的一次正T 美美撤离了 [图片: ./mon_202603/18/jmQ2x-2ke5K2lT1kSg0-sg.jpg.medium.jpg] 我都说了 我随便漏点基础策略都是你们的收获 能挣钱的那种收获 学习有没有用你们自己说
1295	2026-03-18 15:00	861540458	51	https://bbs.nga.cn/read.php?pid=861540458&opt=128	Reply[/pid] Post by 转赠二手玫瑰 (2026-03-18 14:55): 为什么仍然是缩量呢，散户没人买吗 散户这里敢买？甚至一堆怕破4000的 反弹一点就卖了
1296	2026-03-18 15:02	861540727	161	https://bbs.nga.cn/read.php?pid=861540727&opt=128	Reply[/pid] Post by 霍华德李 (2026-03-18 14:58): 7 月后会加息吗？(而且我们今年是还有次至少 0.10% 的降息吧) 狼大，中期选举 11 月前特不靠谱应该会控制沃什吧。 今晚肯定没动作 等新任沃什上任后再说 目前他没上任 一切都预判都为时尚早 人一旦坐到美联储主席那个位置 心态和做法都不会和以前一样的 你看抖音上的某想品牌车主在车上的状态
1297	2026-03-18 17:10	861557328	19	https://bbs.nga.cn/read.php?pid=861557328&opt=128	Reply[/pid] Post by 你看看你？ (2026-03-18 17:04): [图片: ./mon_202603/18/jmQ2x-1isnZaT3cSwx-g8.jpg] 更新一下今天的股指持仓。 提示：本周五为2603的股指期货交割日。 不用看2603的了
1298	2026-03-19 10:09	861622782	30	https://bbs.nga.cn/read.php?pid=861622782&opt=128	黄线在下 我偏谨慎 目前没什么机会
1299	2026-03-19 10:27	861625489	122	https://bbs.nga.cn/read.php?pid=861625489&opt=128	我自己的AI硬里面的麦米已经全部出清切成国算电源了。还是电源类 但是我目前倾向把海外逻辑换成国算逻辑 这个上一年的预判里面就有了
1300	2026-03-19 10:55	861629652	123	https://bbs.nga.cn/read.php?pid=861629652&opt=128	我还是之前那个思路 除了液冷一半国算一半海外 其他CPO 电源等都会从海外换成国算链 这个是之前就已经确定的 上半年之前换完为时间节点。
1301	2026-03-19 10:57	861629903	127	https://bbs.nga.cn/read.php?pid=861629903&opt=128	然后半导体除了ETF外 换成国产涨价链。包括很多的低端芯片 这个从昨天阿里云涨价得到验证，还是先从硬件开始涨。从高价值到低价值都要涨。
1302	2026-03-19 11:01	861630582	131	https://bbs.nga.cn/read.php?pid=861630582&opt=128	Reply[/pid] Post by 天海Amami三号机 (2026-03-19 10:58): 其实我有个问题 就是目前像ywk这种海外链 他如果本身技术过关能得到海外认可的话 转做国内市场不是应该也能做的很好嘛 那其实海外链和国链具体是差在哪里？就是一个深耕海外市场一个深耕国内市场的区别？ 占比不一样 国产的很多出不来了海 达不到验证标准，但是相对便宜。所以在算力中心扩张期 很多觉得更换周期会很短从而选择相对便宜的国产链
1303	2026-03-19 11:06	861631356	165	https://bbs.nga.cn/read.php?pid=861631356&opt=128	Reply[/pid] Post by 大时代冲冲冲 (2026-03-19 11:04): 这些就是机构资金在这波大回调中，切换的新方向了吧 国算还没有到出货周期 我前面说过了 所以趁这个时候切换 他们已经错过一次商航了 国算吹了这么久不能出货他们也麻烦 目前是从资金逻辑考虑的 基本面没有变化 一级市场就是加速建设
1304	2026-03-19 11:11	861632100	336	https://bbs.nga.cn/read.php?pid=861632100&opt=128	我最后说一次机器人 我认为目前就是1-99的阶段 之前已经强调过了 也就是所有做机器人的资金都要等业绩，只有业绩能反映出来接下来哪个方向更有可能高增长。只要没有从概念到业绩这个转变，那机器人只能靠消息生存的环境就会越来越压缩 我不想重复那么多次 我暂时不做的时候我就不会反复提及 现在机器人板块唯一的点就是跌得太多了而已 但是目前其他哪个板块又跌得不多？
1305	2026-03-19 11:14	861632596	137	https://bbs.nga.cn/read.php?pid=861632596&opt=128	Reply[/pid] Post by 天海Amami三号机 (2026-03-19 11:10): 也就是说 现在国链的很多好处是在“便宜量大管饱”这方面 海外链因为给海外供货 自然而然地价格上就比较不理想 所以在中低端环境下其实就竞争力一般？ 不是啊。。因为token出海 老美卖给全世界软件和服务器 但是别的国家要用，也要消耗token ，全世界不就我们可以提供。。。这是接下来的优势产业。
1306	2026-03-19 11:17	861632926	36	https://bbs.nga.cn/read.php?pid=861632926&opt=128	黄线在杀跌 但是科技已经杀不动了。。。
1307	2026-03-19 11:18	861633195	73	https://bbs.nga.cn/read.php?pid=861633195&opt=128	Reply[/pid] Post by jimddr (2026-03-19 11:15): 铝已经跌破前低，我长线仓平时都不看，才发现铝从+15跌到-4了，这算走坏了？还是说加仓机会到了？ 我暂时不做金属了啊 我目前只有期货底仓 有机会的时候开杠杆 没机会就平躺。
1308	2026-03-19 11:19	861633338	91	https://bbs.nga.cn/read.php?pid=861633338&opt=128	Reply[/pid] Post by 花落人不在 (2026-03-19 11:18): 楼里好像有个买洲际的亏了好几天，不知道开盘卖了没，今天冲石油的又是一路揍下来 千万别去战争板块，大A这个阶段这个方向已经不跟期货了 A股没有做空 所以博弈更严重 不好做的。
1309	2026-03-19 11:26	861634321	43	https://bbs.nga.cn/read.php?pid=861634321&opt=128	Reply[/pid] Post by 磐石666 (2026-03-19 11:20): 狼大，商业航天怎么样，今天明显跌不动了 黄线在下 我不主动的 我今天只是调仓而已。
1310	2026-03-19 11:28	861634606	53	https://bbs.nga.cn/read.php?pid=861634606&opt=128	Reply[/pid] Post by 小蝎子ICE3 (2026-03-19 11:20): 那狼大岂不是80%的仓位都是科技了，剩下的资源涨价概念类的持仓很小了？ 对 目前股市都是科技 海外都是资源 我以后就这么操作了
1311	2026-03-19 11:40	861636349	155	https://bbs.nga.cn/read.php?pid=861636349&opt=128	Reply[/pid] Post by 嘉然今天亏好多 (2026-03-19 11:36): 中国稀土这种长线仓位还在吗 我的稀土不是这个 长线仓位没动就不提 长线仓位。。。。什么叫长线 好歹拿一段时间吧 甚至还没到第二加仓点。 级别我会拉很大 我现在还有春风动力 你们知道我拿了多久么
1312	2026-03-19 11:41	861636532	165	https://bbs.nga.cn/read.php?pid=861636532&opt=128	现在全市场就是不断的测GJD底线在哪里 他们会不会认为4000还不够低 也没风险 反正就是测。不管是什么结果 至少测到一个共性的结果就行。 所以我目前不恐慌 我等结果 反正也没多少空间了
1313	2026-03-19 13:51	861651375	10	https://bbs.nga.cn/read.php?pid=861651375&opt=128	准备验牌了
1314	2026-03-19 13:57	861652165	59	https://bbs.nga.cn/read.php?pid=861652165&opt=128	不要激动 目前看不出来 没人跟的 ETF也没动 可能是机构提前点火勾引
1315	2026-03-19 14:05	861653146	16	https://bbs.nga.cn/read.php?pid=861653146&opt=128	科技有新钱进去了
1316	2026-03-19 14:07	861653418	73	https://bbs.nga.cn/read.php?pid=861653418&opt=128	Reply[/pid] Post by 冷酷鸡腿堡game (2026-03-19 14:06): 半导体对吧 你说的大科技 问题是确实这波没有GJD 因为ETF没动 纯市场情绪 机构量化4000抄底盘做套利的
1317	2026-03-19 14:14	861654212	32	https://bbs.nga.cn/read.php?pid=861654212&opt=128	Reply[/pid] Post by 小蝎子ICE3 (2026-03-19 14:10): 有的ETF算放量吗，比如159919这种 你对比一下之前GJD进场的量能
1318	2026-03-19 14:17	861654613	94	https://bbs.nga.cn/read.php?pid=861654613&opt=128	Reply[/pid] Post by rai2019 (2026-03-19 14:16): 据说是最近机构在发行科技XXETF 先砸后买 不用信这种 就是全市场在验牌 现在交易的是GJD还在的预期 不然你看4000能是个底？怎么算都不是这里
1319	2026-03-19 14:28	861655968	135	https://bbs.nga.cn/read.php?pid=861655968&opt=128	Reply[/pid] Post by 从海底升起的太阳 (2026-03-19 14:21): 如果观测不到gjd动作，那后面崩的话会更彻底？ 当时3-2就是靠着GJD控盘没有下破位 如果现在这段没有国家队 那重新画线 用纯技术的方式看就行了 这样4000肯定不是回撤的底 所以现在全市场在验牌
1320	2026-03-19 14:31	861656415	207	https://bbs.nga.cn/read.php?pid=861656415&opt=128	[图片: ./mon_202603/19/jmQ2x-4vl6KaT1kSgo-1e.jpg] 我分享一下我平时这种情况的操作 就是把活动仓位放在这种超级大蓝筹里 减小波动率 随时保持可以出来换票 我目前80%仓位 有25%是这种。 因为我还是那句话 我不知道买什么 我不知道什么后面能涨
1321	2026-03-19 14:56	861659669	392	https://bbs.nga.cn/read.php?pid=861659669&opt=128	我说一下我的看法 仅供自己的操作验证 今天验牌结束，市场目前应该第一次确认GJD不会在这里护盘，那机构后面可能还要向下验牌，但是不会这里直接下去，不现实，杀不出恐慌的。杀出来的也只能是机构自己的量化止损，所以可能后面会拉到上面几个压力位，诱多进场，因为大部分散户会觉得这里是4000整数的GJD兜底。但是我目前不怎么认为 所以这里我会找机构埋伏很久还没出货的方向去做这个反抽 然后减出去。 我绝对不会在最低点割肉
1322	2026-03-19 15:00	861660240	178	https://bbs.nga.cn/read.php?pid=861660240&opt=128	然后根据验牌结果 如果正常交易市场逻辑 那就是老美滞涨逻辑 按上一年的长篇结论。后面降低海外链预期，因为做海外链就是交易大放水逻辑，目前老美滞涨，没有可能大放水。所以会交易整体滞涨预期
1323	2026-03-19 15:03	861660671	39	https://bbs.nga.cn/read.php?pid=861660671&opt=128	Reply[/pid] Post by Sunnyabuse (2026-03-19 15:01): 有没可能是龙队自己不出手叫几个有货的机构当白手套拉拉证券做做样子给大家假象…… 毕竟机构和龙队本质上是一体的 不可能 这个能看出来 我下午就看出来了
1324	2026-03-19 15:07	861661223	91	https://bbs.nga.cn/read.php?pid=861661223&opt=128	Reply[/pid] Post by 极地丶之光 (2026-03-19 15:00): 简单点是不是做机构股的超跌反弹？ 你能问这个我就认为你没看我之前的话 自己也不懂做哪个方向 我的看法就是你可能不一定能做的来
1325	2026-03-19 15:09	861661517	194	https://bbs.nga.cn/read.php?pid=861661517&opt=128	Reply[/pid] Post by KingatsuOxO (2026-03-19 15:06): 狼大 我觉得得看看明天的盘面 gjd其实最近都喜欢第一天杀光头长阴 第二天杀透了再护 3-2走了几个月 他们的手法是怎么样市场心里有数的。一旦杀掉信心，那需要更大的放量才能护盘 得不偿失 本来一块钱能做的事 非要在同样的位置花100去解决 你觉得是GJD想这里附近大量进场吗？我觉得可能性很低。
1326	2026-03-19 15:13	861661984	406	https://bbs.nga.cn/read.php?pid=861661984&opt=128	所以在这里我还是想说一下，市场才是对的 我只能通过操作策略不断降低亏损 提高盈利 比如今天盘面能不能买 很简单，白线在上 黄线在下 放量，你们说能不能 我之前分享过的对不对 然后是关键节点是不是能抄底，要怎么看我今天盘中也给你们说了，盘口语言就在那，看得懂就不会做错 不会激进。 市场就是这么难做，不能再把亏损放大才是重点。 实在要做 也要做确定性，我之前也是重复再重复，第三条腿做 确定性，涨起来才能做，没涨起来你怎么知道做什么。
1327	2026-03-19 15:14	861662106	98	https://bbs.nga.cn/read.php?pid=861662106&opt=128	Reply[/pid] Post by 醉自然 (2026-03-19 15:12): 狼大现在还认为那天早上是某队拉的证券吗 我什么时候认为是GJD做的了？我都在帖子里面说了我的看法了 我说话不可能模棱两可的 是就是 不是就不是
1328	2026-03-19 15:15	861662228	93	https://bbs.nga.cn/read.php?pid=861662228&opt=128	Reply[/pid] Post by trustsky (2026-03-19 15:12): 狼大对半导体设备今年的整体预期还看好吗？ 你要按年算肯定没问题 这个我现在还是放话在这里 但是我是做趋势的，上下我肯定要做对应操作的。
1329	2026-03-19 15:19	861662775	231	https://bbs.nga.cn/read.php?pid=861662775&opt=128	Reply[/pid] Post by 灰兔尾 (2026-03-19 15:16): 今天风险最高的点在于没量，这里才放这么一点量，尾盘3994这里才杀出一点恐慌量，不带量那么上涨下跌都没有太大意义，今天如果3994这个杀出量了，我觉得其实是好的 如果早上10点半出恐慌才更好 当时要是放大到2000E 然后快速缩量 那就是真底了 。那个时候哪怕GJD还是没来 机构也能把市场做起来 因为有套利空间 尾盘才破 而是是缓跌到极限的缩量破，那后面确实很难做，4000没出大量恐慌盘这
1330	2026-03-19 15:27	861663748	55	https://bbs.nga.cn/read.php?pid=861663748&opt=128	Reply[/pid] Post by 冷酷鸡腿堡game (2026-03-19 15:24): 所以我就很不懂 今天为啥会是这个量呢 昨天前面都冰的不成样子了 说了 验牌 你都要验牌了还会加注吗？你可能没去过赌场吧
1331	2026-03-19 15:35	861664798	83	https://bbs.nga.cn/read.php?pid=861664798&opt=128	Reply[/pid] Post by chenjiaqi112 (2026-03-19 15:33): 怎么样才算放量才算杀出恐慌，必须3万亿跌才算吗，这东西靠散户割肉我感觉也杀不出量呀，必须吃机构的血筹才算行吗。 爆一次融资盘就出来了 这个不难 柚子散户机构都有融资盘。这些钱有成本的 很多4100的呢
1332	2026-03-19 15:39	861665293	216	https://bbs.nga.cn/read.php?pid=861665293&opt=128	还有 别以为只有我们懵逼 全球大部分投资目前也是懵逼的 不知道现在老美大放水时代还在不在，不知道该不该交易战争持续的逻辑 你们可以看一下全球一些重要期货品种，其实很多关联品种都出现了不同的走势。这证明全球资金目前都是混沌的。
1333	2026-03-19 15:41	861665583	117	https://bbs.nga.cn/read.php?pid=861665583&opt=128	Reply[/pid] Post by 灰兔尾 (2026-03-19 15:38): 这种不算，楼里应该都知道在等什么消息，今天再不放消息真要样衰了 我记得明天应该是股指交割和国内是否调LPR吧 今天下午那个可能是来博弈明天意外降息的资金，甚至都不是来勾引GJD的资金。
1334	2026-03-19 16:23	861670782	339	https://bbs.nga.cn/read.php?pid=861670782&opt=128	宏观方面信息就3点 1 中东方面 以色列完全不受控，短时间很难停止局势紧张 2 老美滞涨，但是又不敢加息，也没办法降息，只能继续拖 3 新兴市场的钱只会回流美元和美债，甚至都不是美元资产 所以以美元计价的各种资源就麻烦了 所以GJD这里的表现为什么这么受市场关注，因为市场期望东升西落趁机抢占全球流动避险资金，要吸引必须要独立行情，目前也没有。所以这才是核心问题。
1335	2026-03-19 16:32	861671937	144	https://bbs.nga.cn/read.php?pid=861671937&opt=128	Reply[/pid] Post by 天海Amami三号机 (2026-03-19 16:29): 个人意见请狼大看看。 个人感觉就是gjd之前抽出的资金拿去还钱了 也有可能是gjd目前很大的资金在期货方向还没有回拢 总之不管是哪个原因 现在的gjd看似手里实力雄厚 实际上目前是没有太多真金白银可以给到市场的 后面会不会有神秘资金给他们不好说 但是至少现在没有 所以其实4000这里破了会不会其实gjd也并非乐见 只是真的没有太多力量能给到市场 所以盘后一下给了相当多的消息 
1336	2026-03-20 07:36	861728920	76	https://bbs.nga.cn/read.php?pid=861728920&opt=128	今日春分 龙抬头 宜交易 希望今天市场能好一点 谨慎但充满信心的迎接这坑坑洼洼的世界
1337	2026-03-20 09:59	861744524	18	https://bbs.nga.cn/read.php?pid=861744524&opt=128	不要慌 但是不要追高
1338	2026-03-20 10:12	861746526	27	https://bbs.nga.cn/read.php?pid=861746526&opt=128	Reply[/pid] Post by 生鱼片是死鱼片wk (2026-03-20 10:11): 鼎龙今天5个点那个帅主力竟然不砸？ 我刚问他 他说要卖一点的
1339	2026-03-20 10:16	861747178	44	https://bbs.nga.cn/read.php?pid=861747178&opt=128	继续逢高减了海外链 等指数企稳了 我打回国算链。
1340	2026-03-20 10:33	861749832	17	https://bbs.nga.cn/read.php?pid=861749832&opt=128	Reply[/pid] Post by jimddr (2026-03-20 10:26): 已经减了YWK，加了ZHDQ和KSD，主力大佬莫辜负啊 我这俩都没有
1341	2026-03-20 10:38	861750649	78	https://bbs.nga.cn/read.php?pid=861750649&opt=128	Reply[/pid] Post by sujac0203 (2026-03-20 10:37): 佬 yddz是不是也没了 有 不多 等验牌 我目前液冷持仓YWK和高栏 不要再问了 一个海外一个国产 等下半年业绩
1342	2026-03-20 11:14	861756191	26	https://bbs.nga.cn/read.php?pid=861756191&opt=128	我个人感觉 机构吃掉恐慌盘了
1343	2026-03-20 11:20	861757141	25	https://bbs.nga.cn/read.php?pid=861757141&opt=128	Reply[/pid] Post by 维拉帕米不是米 (2026-03-20 11:18): 机构都这么给力了，gjd是不是该上强度了 我昨天说了我的判断了
1344	2026-03-20 11:36	861759564	225	https://bbs.nga.cn/read.php?pid=861759564&opt=128	Reply[/pid] Post by zippo578 (2026-03-20 11:30): 今天这个低点一定要记住了 是走四浪，还是继续走3-3就看这个低点了 嗯 很重要的低点 上面看4050压力 如果那个时候开始缩量就麻烦 这里是吃了恐慌盘放量上去的 那量能就不能退 这里是机构吃的 不是GJD 没有控盘力度 一旦有人想跑 就会产生连锁反应 现在更多的看机构在买消息自救 [图片: ./mon_202603/20/jmQ2x-az63KyT3cSvk-68.jpg]
1345	2026-03-20 11:39	861760020	210	https://bbs.nga.cn/read.php?pid=861760020&opt=128	Reply[/pid] Post by HoshiZorA_Z (2026-03-20 11:36): 无量拉升才是诱多，这里还是带了不少量的 就是力度看着有点差，没一口气拉上压力位 只有机构在做，gjd没兜底是这样的 对的 所以我自己的认知是 这里会机构轮动拉高诱多解套，所以我早上说了不要追高 除非刚好到某个板块轮动起来的时候 有突发大级别利好 比如停战 那那个板块很可能强上加强成为一段时间的题材。 这里我还是以高低点的磨底做T为主。
1346	2026-03-20 11:45	861760748	23	https://bbs.nga.cn/read.php?pid=861760748&opt=128	Reply[/pid] Post by Fltfish (2026-03-20 11:38): 就计划买5GW的设备，跟之前的100GW差的比较大 有消息总比没有好…
1347	2026-03-20 12:24	861765597	895	https://bbs.nga.cn/read.php?pid=861765597&opt=128	我说一下我目前的看法 你们可以不用认可 首先我为什么判断这里是机构 不是GJD，首先GJD选的位置大概率都是大整数关口和伴随着ETF放量，今天早上LPR没动的时候我立马去看了券商 果然开盘就下去了，那我为什么判断是机构做自救轮动，首先大盘从最高点下来是13天，然后刚好在缺口之上放量吃了恐慌割肉盘，并且选了一个最近很独立的方向，并且是一个方向的全部分支，这都是我们机构操作方法。 再从盘面观察 早盘科技没新低，贵金属居然也没大跌，那证明这个位置杀不动了。LITE带来的高开CPO并
1348	2026-03-20 12:26	861765867	61	https://bbs.nga.cn/read.php?pid=861765867&opt=128	Reply[/pid] Post by 冷酷鸡腿堡game (2026-03-20 12:25): 多问一嘴狼大还是25%长江电力这种高股息避险么 谢谢狼大 反弹的时候这些肯定没有啊 持仓这种的目的我昨天说得很清晰的
1349	2026-03-20 12:50	861768575	37	https://bbs.nga.cn/read.php?pid=861768575&opt=128	Reply[/pid] Post by 冷酷鸡腿堡game (2026-03-20 12:48): 楼里有锤子合力 要是有合力我当时滑翔至少做到60块
1350	2026-03-20 13:12	861770750	45	https://bbs.nga.cn/read.php?pid=861770750&opt=128	Reply[/pid] Post by Hakawa (2026-03-20 13:11): 绷不住了，这里感觉像是GJD给机会，放银行给科技机会，但是科技跟着下去了= =没有主动穿白线啊 对 你这种观察很好 所以这里忍住 看能不能切换
1351	2026-03-20 13:24	861771969	32	https://bbs.nga.cn/read.php?pid=861771969&opt=128	国算好几个起了一点啊 是个好迹象。
1352	2026-03-20 13:27	861772279	7	https://bbs.nga.cn/read.php?pid=861772279&opt=128	Reply[/pid] Post by 真的被恶心到了 (2026-03-20 13:25): 有啥消息刺激么 怎么感觉午后拉直线了 有
1353	2026-03-20 13:29	861772572	26	https://bbs.nga.cn/read.php?pid=861772572&opt=128	早上卖海外链加国算链的含金量
1354	2026-03-20 13:32	861772841	63	https://bbs.nga.cn/read.php?pid=861772841&opt=128	反正拉起来 我会T出去 我逻辑不会变 除非他站上4080 不然回不到趋势线。
1355	2026-03-20 13:35	861773195	49	https://bbs.nga.cn/read.php?pid=861773195&opt=128	Reply[/pid] Post by 真的被恶心到了 (2026-03-20 13:33): 今天不到4080就t么 还是等冲击一次试试 站不上4050我都会T 当然个股不一样 哪个拉了T哪个
1356	2026-03-20 13:41	861773809	49	https://bbs.nga.cn/read.php?pid=861773809&opt=128	Reply[/pid] Post by Sukikiki (2026-03-20 13:37): 华丰这个拉上去再被爆头跟量化比手速真能赢吗 有底仓 一直关注的就行 没有的不行 但是一定不能追
1357	2026-03-20 13:50	861774852	90	https://bbs.nga.cn/read.php?pid=861774852&opt=128	每次下砸都没什么量了，反倒是拉上去有一点点量，证明这里哪怕他要出货 也是会不断的拉高诱多的。
1358	2026-03-20 14:07	861776726	47	https://bbs.nga.cn/read.php?pid=861776726&opt=128	Reply[/pid] Post by lf1637 (2026-03-20 14:01): 俯冲3800吗？ 我不信 我堵机构会拉起来 只是猥琐一点靠后一点
1359	2026-03-20 14:27	861779190	60	https://bbs.nga.cn/read.php?pid=861779190&opt=128	这段一点量都没变化 感觉和死了一样 只有一些不断的割肉散单子盘口
1360	2026-03-20 14:41	861780969	45	https://bbs.nga.cn/read.php?pid=861780969&opt=128	Reply[/pid] Post by learla (2026-03-20 14:37): 散户割肉出来了吧，全是小单子在砸 嗯 机构要靠这种走法出货 出一个月都出不完。
1361	2026-03-20 14:48	861781827	178	https://bbs.nga.cn/read.php?pid=861781827&opt=128	Reply[/pid] Post by 虎虎呼呼呼呼 (2026-03-20 14:42): 狼大，这种慢刀子割肉局面没法出货就说明注定还会拉高吧，就是路上有些颠簸，所以家人们怎么也不能在这跑路吧 我只能说目前很难熬 现在我搏的是机构诱多的那一下 今天做到了2个方向 然后不断的拉起走人 拉起走人 指数不企稳 这里很难说板块 这里外围不企稳 或者我们没有特别消息 我肯定只按我目前的思路做。
1362	2026-03-20 15:01	861783517	193	https://bbs.nga.cn/read.php?pid=861783517&opt=128	好了 本周结束 全天最低点，目前市场就是这样了，绝对弱势，市场已经确认GJD不会在这里控盘，那强交易海外风险逻辑的情况下，更多的还是避险 我的操作逻辑和看法前面也说了，我目前没有什么幻想。就是谨慎交易。
1363	2026-03-20 15:11	861784878	42	https://bbs.nga.cn/read.php?pid=861784878&opt=128	Reply[/pid] Post by Doh丶 (2026-03-20 15:07): 狼大逢高减仓了，4成仓了吧 目前67%附近 没有更多更好的位置减下去。
1364	2026-03-20 15:25	861786689	354	https://bbs.nga.cn/read.php?pid=861786689&opt=128	Reply[/pid] Post by 子午卯酉甲乙丙丁 (2026-03-20 15:18): 狼大。连续跌破多个重要位置会不会影响对牛市的判断啊？ 那肯定啊 我之前长文不是写过么 这波牛市是什么牛市 老美放水给AI和我们GJD低息回购维护市场 现在GJD低吸的钱高位抛了，目前没有迹象回来，那这个理由就没了 老美又战争又滞涨 看起来不会继续大放水，所以可能存在杀估值 他那边杀不杀目前看不出来，但是我们内资机构就预判他杀估值 所以会先自杀 这你没办法 整体思路从来没有过变化和
1365	2026-03-20 15:29	861787156	19	https://bbs.nga.cn/read.php?pid=861787156&opt=128	Reply[/pid] Post by 那天的落叶 (2026-03-20 15:22): 科创50这个月-11了，因为大部分人只看3个大指数，所以科创50上面不护吗 因为就没有人护
1366	2026-03-20 15:39	861788548	101	https://bbs.nga.cn/read.php?pid=861788548&opt=128	Reply[/pid] Post by 静观尘 (2026-03-20 15:30): 科创真的离启动前不远了... [图片: ./mon_202603/20/jmQ2x-7jsmK21T3cSsg-b4.jpg] 科创50从高点算到今天刚好34天好像。。。希望周一能活一下吧 不过寒武纪今天走了个放量上下插针 也是麻烦
1367	2026-03-20 15:41	861788737	163	https://bbs.nga.cn/read.php?pid=861788737&opt=128	Reply[/pid] Post by 音合 (2026-03-20 15:38): 狼大这种大盘走弱但是持仓长线逻辑没证伪情况下该怎么操作呢，也该砍吗。之前目标拿到年底，如果大盘真的转熊了那长线是不是也该认错 长线是建立在牛还在的情况吧。。。现在市场在一点点的摧毁牛市逻辑 我前面说了 一旦确认不是牛市 那资金抽离就会很快。我做趋势的 不存在趋势之外的长线。我没有那种交易模式
1368	2026-03-20 15:44	861789092	262	https://bbs.nga.cn/read.php?pid=861789092&opt=128	Reply[/pid] Post by xiaohuo1992 (2026-03-20 15:40): 这几天莫名其妙的就指数级风险了 也不是莫名其妙啊 是市场资金的交易逻辑被摧毁了 包括我们在内 谁之前不是认为GJD还能控盘？他护不护得住是一回事 他在不在又是另一回事啊 之前为什么上下都好做 因为看得懂的能预判走势，那就能挣钱，现在全市场都不知道接下来会怎么样，不确定因素就是最大的利空 信心没了 队伍就没了
1369	2026-03-20 15:46	861789422	135	https://bbs.nga.cn/read.php?pid=861789422&opt=128	Reply[/pid] Post by misinoy (2026-03-20 15:32): 从另外一个角度想，川子打伊朗就是为了做空大A呗，既然不能缓解自己的颓势，那就把对方的发展拉升速度打压 笑死，被砸晕的胡思乱想了 收盘了 宣泄情绪没问题 但是要讲基本法 川普现在被套牢了 为什么这么说呢 因为中东有条疯狗不受控制，那个才是问题。川普就是吃了没读过兵法的亏
1370	2026-03-20 15:51	861790064	361	https://bbs.nga.cn/read.php?pid=861790064&opt=128	然后我说一下外围期货走势的反映 你们可以看到美油和伦敦油已经不一致了 这是为什么呢 ，你就当他一个是期货 一个是现货，现货目前很贵，而且还不懂贵到什么地步，但是远期的就不一定了，因为这里谁都看出来除了那条疯狗没人想打 然后就是昨晚的贵金属跳水，其实就是昨天我说的原因，现在流动性资金全都在美元美债里呆着，不买任何资产，这些钱缺乏流动性。 国内的就不好说了 说了肯定被X出去的。
